Date,Location,Deaths,Injuries,Total,Description
6/1/2016,"Los Angeles, California",3,0,3,"2016 UCLA shooting. Mainak Sarkar, age 38, a Ph.D. student, killed his former professor, William S. Klug, age 39, a professor of mechanical and aerospace engineering, in an engineering building at UCLA. Sarkar then killed himself. Sarkar, who lived in Minnesota, also killed his ex-wife, Ashley Hasti, age 31, in her Brooklyn Park, Minnesota home.[278][279]"
6/8/2016,"Boston, Massachusetts",1,3,4,One student was killed and three other individuals were injured when gunfire erupted outside of the Jeremiah Burke High School following a fire-alarm causing an evacuation of the school. Two suspects have been arrested.[280]
"July 7–8, 2016","Dallas, Texas",2,1,3,"After killing four police officers during a protest, a gunman fled into the nearby El Centro College and got into a shootout with officers, wounding one, before firing out a window and killing a fifth police officer. After an hours-long standoff, police killed the gunman with a bomb robot.[281]"
9/7/2016,"Detroit, Michigan",0,0,0,"At Detroit Collegiate Preparatory High School, The principal was pulling into the school parking lot when somebody fired shots at his vehicle.[282]"
9/9/2016,"Alpine, Texas",1,2,3,A 14-year-old female student shot a 16-year-old girl in an Alpine High School restroom before committing suicide. A police officer accidentally shot another officer during the incident.[283]
9/28/2016,"Townville, South Carolina",2,3,5,"2016 Townville Elementary School shooting: Three students and a teacher were wounded after a teen opened fire at Townville Elementary School. The perpetrator's father was found dead at his home soon after the shooting. One of the victims, six-year-old Jacob Hall, died 3 days after the shooting.[284][285]"
10/11/2016,"Mobile, Alabama",0,1,1,"A student was shot in the abdomen and wounded at Vigor High School. The suspect, a 16-year-old boy, turned himself in and was charged with assault.[286]"
10/13/2016,"Columbus, Ohio",0,2,2,Two students were shot and wounded on the front lawn of Linden McKinley STEM Academy. One was shot in the shoulder and the other shot in the chest; both were hospitalized in stable condition.[287]
10/18/2016,"San Francisco, California",0,4,4,"Four students were shot outside June Jordan High School for Equity, a San Francisco public high school. One female victim was in critical condition, while three male victims suffered minor injuries.[288] Two people were arrested in the shooting.[289]"
10/25/2016,"Sandy, Utah",0,1,1,Police say the two teens ages 14 and 16 were involved in a confrontation on the far north end of Union Middle School. The boys got into an argument. The argument lead to a shooting. The 14-year-old shot the 16-year-old twice. He was sent to the hospital in critical but stable condition.[290]
11/11/2016,"Auburn, Michigan",0,1,1,"At Bay City Western High School, a sheriff's deputy who served as the school resource officer accidentally fired his gun inside a classroom. The stray bullet went through a wall, ricocheted, entered a classroom and hit a teacher in the neck, causing a minor laceration.[291]"
12/1/2016,"Bountiful, Utah",0,0,0,"At Mueller Park Junior High School, a 15-year-old student fired one shot into the ceiling and then pointed the weapon at his own neck. The student was confronted verbally by a teacher and another student and later arrested in possession of a shotgun, a handgun, and ammunition for each and was sentenced to spend time in a Juvenile Justice Services facility.[292][293]"
1/20/2017,"West Liberty, Ohio",0,1,1,"A 17-year-old student was charged with attempted murder and other crimes after bringing a gun to West Liberty-Salem High School and firing two shots at a 17-year-old student in a bathroom with a shotgun. The victim was injured. The student ""also is accused of discharging the weapon in the school's hallway before returning to the bathroom, where he was eventually taken into custody.""[294]"
1/20/2017,"Seattle, Washington",0,1,1,A 34-year-old man was shot in Red Square at University of Washington while protesting the visit of controversial journalist Milo Yiannopoulos. The shooter turned himself in to the university police and was later questioned and released without being charged with a crime.[295]
1/27/2017,"Naperville, Illinois",1,0,1,"A 37-year-old Oswego man, Matthew Lange, was shot at Scullen Middle School, which is a part of Indian Prairie School District 204, at about 7:30 PM. At the time of the shooting, there were two non-district organizations renting the building out. The victim was killed in his car while waiting to pick his son up from a weekly Polish culture class.[296][297]"
3/21/2017,"King City, California",0,1,1,"An 18-year-old King City High School student was shot outside the school's auditorium. The gunman ran across the school's campus and baseball field, and fled the area. The school was then placed on lockdown. The victim was hospitalized with life-threatening injuries.[298] A suspect was arrested in August 2017.[299]"
4/10/2017,"San Bernardino, California",3,1,4,"2017 North Park Elementary School shooting: Cedric Anderson, age 53, of Riverside, California, died of a self-inflicted gunshot wound after shooting and killing his estranged wife, Karen Elaine Smith, age 53, in a classroom. An eight-year-old student was also fatally shot, and a seven-year-old student was injured.[300]"
5/4/2017,"Irving, Texas",2,0,2,"North Lake College: Adrian Victor Torres killed a 20-year-old student, Janeera Nickol Gonzalez, whom he was stalking. He fatally shot her three times and the college went into lockdown before discovering that the suspect had died from a self-inflicted gunshot wound.[301]"
6/14/2017,"Chicago, Illinois",0,2,2,"Two girls, 7 and 13, were shot and wounded on a playground of Warren Elementary during an end-of-the-year picnic. Police speculated they may have been bystanders. Three arrests were made.[302]"
9/13/2017,"Rockford, Washington",1,3,4,"Freeman High School: Three students were injured and one killed after a shooter opened fire. The suspect was armed with an AR-15 and a Pistol. He shot one student with the AR-15, but the gun jammed so he switched to his pistol. He killed one student after shooting him twice in the stomach and once in the head. He was stopped by a janitor. The suspect, a 15-year-old student, (Caleb Sharpe) was taken into police custody.[303]"
9/20/2017,"Mattoon, Illinois",0,1,1,"Mattoon High School: A 14-year-old male student was subdued by a female teacher when he attempted to open fire in the school cafeteria at 11:33 a.m. Multiple shots were fired in the process, and one student was struck in the chest and was driven to a nearby hospital suffering non-life-threatening wounds. The student was taken into custody without further incident.[304][305]"
10/3/2017,"Oxford, Michigan",0,0,0,"At Oxford High School, an 18-year-old male assaulted a school administrator and when the police responded, the 18-year-old tried to grab the officer's gun and the gun discharged. No one was injured.[306]"
10/19/2017,"Lubbock, Texas",1,0,1,"After being taken into custody at his dorm, a student at Texas Tech University shot a university police officer at the campus police station before stealing his body-camera and fleeing. He was captured 90 minutes later and later pled guilty to murder.[307]"
10/25/2017,"Grambling, Louisiana",2,0,2,Two men were shot and killed on the Grambling State University campus.[308]
11/3/2017,"Lansing, Michigan",0,1,1,A 15-year-old girl was shot inside an SUV in the parking lot of Pattengill Academy.[309]
11/13/2017,"Albany, Georgia",0,2,2,Two people were shot on the Albany State University campus.[310]
11/14/2017,"Rancho Tehama, California",6,18,24,"Rancho Tehama shootings: Neighbor on a rampage injured one student at Rancho Tehama Elementary School and fatally shot five adults at several locations.[311] The secretary heard the gunfire near the school and ordered the school to go on lockdown. After a custodian and the teachers put it into action, 43 year-old Kevin Neal rammed a truck into the gate of the school and fired at the classrooms hitting one student when a bullet pierced the wall. Neal fatally shot himself after sheriff's deputies rammed his vehicle during a pursuit.[311][312]"
